#Position (bp)	mapping quality
3874689.0	58.4912361490862
1.1624066E7	59.26816974304123
1.9373443E7	58.59462110944783
2.712282E7	59.232780759081166
3.4872197E7	59.44944326227924
4.2621574E7	59.398299188723726
5.0370951E7	59.45301332959333
5.8120328E7	59.511237598084115
6.5869705E7	59.37844197751893
7.3619082E7	59.334608496554225
8.1368459E7	59.27074613701229
8.9117836E7	59.2873045693616
9.6867213E7	59.4139991794554
1.0461659E8	59.228047453763665
1.12365967E8	59.58568455953564
1.20115344E8	55.59241904363612
1.27864721E8	50.6754270696452
1.35614098E8	0.0
1.43363475E8	51.198877451208716
1.51112852E8	57.91394732190207
1.58862229E8	59.113348208528876
1.66611606E8	59.250634235308866
1.74360983E8	59.340466452856965
1.8211036E8	59.476393908977485
1.89859737E8	59.258860907401434
1.97609114E8	59.5262328326711
2.05358491E8	58.87255882815255
2.13107868E8	59.50125067755394
2.20857245E8	59.16948712220011
2.28606622E8	59.42870646810357
2.36355999E8	59.28918043710934
2.44105376E8	59.20644845714484
2.484682435E8	59.173870521444584
2.52342932E8	59.410630459326164
2.5960413E8	59.36040678205261
2.67353507E8	59.30045078666693
2.75102884E8	59.1502174177889
2.82852261E8	59.149211519164034
2.90601638E8	58.580627281896604
2.98351015E8	56.53177797320366
3.06100392E8	59.44236443802345
3.13849769E8	59.10013361628547
3.21599146E8	59.36144281501563
3.29348523E8	59.02032028598252
3.370979E8	58.76700929341144
3.44847277E8	59.271696944443114
3.52596654E8	59.595647997145754
3.60346031E8	59.54122056448697
3.68095408E8	59.438049312463015
3.75844785E8	59.53122040644766
3.81236659E8	58.97213507896186
3.851113475E8	58.97700413795662
3.91343539E8	59.476389065201005
3.99092916E8	59.33902692348106
4.06842293E8	59.170816272101156
4.1459167E8	59.53140191579281
4.22341047E8	59.11265578085798
4.30090424E8	59.24618904222217
4.37839801E8	59.504279628383976
4.45589178E8	59.43162126281379
4.53338555E8	58.88940930743318
4.61087932E8	59.356317806096094
4.68837309E8	59.05523888132112
4.76586686E8	59.508040031849404
4.84336063E8	59.00847479194768
4.9208544E8	59.345085376701235
4.99834817E8	59.49370857005946
5.07584194E8	59.45610800263563
5.146496745E8	59.42383966487078
5.178906245E8	41.406060606060606
5.18574521E8	58.55598706938002
5.23082948E8	58.80913269454773
5.30832325E8	59.191478403885085
5.38581702E8	58.79707331224511
5.46331079E8	58.98511229680036
5.54080456E8	57.955843698145344
5.61829833E8	59.13939282572138
5.6957921E8	59.50020866204752
5.77328587E8	59.46353387150397
5.85077964E8	59.309883319734965
5.92827341E8	59.31079418616391
6.00576718E8	59.07861378111538
6.08326095E8	59.300373618908715
6.16075472E8	59.08077729560769
6.23824849E8	59.530515352923665
6.31574226E8	59.23003407804483
6.39323603E8	59.046319652787105
6.4707298E8	58.87563509060542
6.5108188E8	59.393259173905335
6.549565685E8	0.0
6.62571734E8	0.0
6.70321111E8	58.61038037026933
6.78070488E8	59.309992753550596
6.85819865E8	59.421583974304795
6.93569242E8	59.23379251229808
7.01318619E8	59.4004559333877
7.09067996E8	58.96499917677405
7.16817373E8	58.6644252507101
7.2456675E8	59.44804447183876
7.32316127E8	59.244322995513954
7.40065504E8	59.22615391614914
7.47814881E8	59.30483648399078
7.55564258E8	59.68637428084073
7.62509683E8	59.189305758800685
7.663843715E8	0.0
7.71063012E8	0.0
7.78812389E8	25.0
7.86561766E8	59.16654346168988
7.94311143E8	59.139514195583594
8.0206052E8	58.959103074969065
8.09809897E8	59.18482465132707
8.17559274E8	59.30224887157764
8.25308651E8	59.48804390878742
8.33058028E8	59.4211940757762
8.40807405E8	59.39955647917935
8.48556782E8	59.119628663903086
8.56306159E8	59.37479644989243
8.64055536E8	59.47640104629176
8.70277181E8	58.53219431942816
8.72724992E8	37.78888888888889
8.72931433E8	41.07617435463394
8.731340445E8	52.955555555555556
8.73326804E8	36.003933641183515
8.73441596E8	24.0
8.73480431E8	54.888888888888886
8.735866135E8	38.78686868686869
8.73694888E8	45.833333333333336
8.746981795E8	0.0
8.7955429E8	0.0
8.87303667E8	33.925925925925924
8.95053044E8	53.17403356233361
9.02802421E8	57.031644351579466
9.10551798E8	59.267434230691514
9.18301175E8	59.09910939281263
9.26050552E8	59.256280040116565
9.33799929E8	59.3304431372549
9.41549306E8	59.443772975970106
9.49298683E8	59.10106041479221
9.5704806E8	58.92388003196904
9.64797437E8	59.429151172337185
9.72190036E8	59.10946132596685
9.759320705E8	39.11137629276054
9.762888485E8	56.810161054700885
9.80296191E8	59.01520803359031
9.88045568E8	58.52566453623243
9.95794945E8	57.45548988066997
1.003544322E9	58.715634072368104
1.011293699E9	57.074537718059844
1.019043076E9	57.334680679062245
1.026792453E9	59.472651472123566
1.03454183E9	59.35491282266087
1.042291207E9	59.455736432931246
1.050040584E9	58.51573124777292
1.057789961E9	59.55618497814499
1.0640795945E9	59.02336291399835
1.067430919E9	54.0
1.0688906625E9	58.68332224236444
1.073288715E9	59.306382320058084
1.081038092E9	58.66743091925891
1.088787469E9	57.696358676657624
1.096536846E9	58.84414543141054
1.104286223E9	58.63129664409628
1.1120356E9	58.6548242133363
1.119784977E9	59.499563595969214
1.127534354E9	59.08770782599258
1.135283731E9	58.37762144471819
1.143033108E9	59.32242679824103
1.149266268E9	59.2859777992278
1.151717535E9	39.44024380199325
1.15195075E9	43.84814814814815
1.152147445E9	37.644444444444446
1.153430447E9	58.40951770675315
1.158531862E9	59.4105609861133
1.166281239E9	58.30191475524651
1.174030616E9	59.22508798710936
1.181779993E9	58.98195034775889
1.18952937E9	59.40131357427698
1.197278747E9	59.482339723795384
1.205028124E9	59.370236036264316
1.212777501E9	59.4260819460988
1.220526878E9	59.11368316849185
1.228276255E9	59.533134324004365
1.2323639745E9	59.48066737664182
1.236238663E9	59.35266946928045
1.243775009E9	59.17837706248813
1.251524386E9	59.2582073345473
1.259273763E9	59.14293135178992
1.26702314E9	59.41012224236658
1.274772517E9	59.373469282899194
1.282521894E9	59.22030180874779
1.288795602E9	59.23518796263262
1.291282149E9	35.419252187748604
1.2913856925E9	0.0
1.2914655495E9	53.0
1.2915628205E9	49.77777777777778
1.2916163385E9	22.488888888888887
1.2916575315E9	29.9182156133829
1.291766658E9	49.68518518518518
1.291875052E9	39.7345288326301
1.291916283E9	39.48550724637681
1.2930415505E9	59.50001448058154
1.298020648E9	59.52484818300668
1.305770025E9	59.38902713431227
1.313519402E9	59.445391262602016
1.321268779E9	59.43664693681388
1.329018156E9	59.07199073217524
1.336767533E9	59.47159620231354
1.34451691E9	59.37934797379377
1.352266287E9	59.44296638375114
1.360015664E9	59.367295374003334
1.367765041E9	59.48563767418612
1.375514418E9	57.94962878047466
1.383263795E9	55.684117407558205
1.391013172E9	58.83124505173765
1.398762549E9	58.556112161427215
1.406511926E9	56.92488875528896
1.414261303E9	59.1084726435307
1.42201068E9	58.31987566156478
1.429760057E9	59.42235159009324
1.437509434E9	59.47470039675258
1.445258811E9	59.33127786325798
1.453008188E9	59.3502489626556
1.460757565E9	59.27350107171929
1.468506942E9	59.34231909985406
1.476256319E9	59.3504592789704
1.484005696E9	59.4962701627973
1.491755073E9	59.153794788273615
1.49950445E9	59.29454689693818
1.507253827E9	59.51906789340516
1.515003204E9	59.50614507078031
1.522752581E9	59.293987369039144
1.53037897E9	59.408166730881746
1.5342536585E9	58.531965961160815
1.538251335E9	59.31683377158475
1.546000712E9	59.48424730349272
1.553750089E9	59.52956045686056
1.561499466E9	57.04590561653245
1.569248843E9	59.29752750647946
1.57699822E9	59.525745783531505
1.584747597E9	59.06318174452263
1.592496974E9	59.53865281402334
1.59747325E9	58.918529889790285
1.6013479385E9	37.01453996504052
1.607995728E9	36.98497143599065
1.615745105E9	58.60034697729396
1.623494482E9	58.85672890072992
1.631243859E9	59.36550933897135
1.638993236E9	59.1759563772944
1.6440763725E9	59.17014624907497
1.647951061E9	0.0
1.65449199E9	36.945118866970155
1.662241367E9	58.28785910685503
1.669990744E9	58.66772811212652
1.677740121E9	59.264288783841856
1.685489498E9	59.173580174905496
1.6927337375E9	59.01692012516257
1.6961786655E9	53.0
1.696274814E9	39.665277777777774
1.6963854715E9	28.481383530387888
1.6965578825E9	37.34888888888889
1.696661813E9	50.011210762331835
1.6967741785E9	56.81280445372303
1.6969170575E9	50.638888888888886
1.697018664E9	48.4
1.6970909575E9	0.0
1.69712795E9	0.0
1.697223072E9	0.0
1.697380707E9	0.0
1.7011602735E9	59.35975558684285
1.708737629E9	59.385829890135
1.716487006E9	59.32372754491018
1.724236383E9	59.23196943924071
1.73198576E9	59.31704825581731
1.739735137E9	59.40162570722236
1.747484514E9	59.478545667434375
1.755233891E9	59.196907198243814
1.762983268E9	59.39121436760914
1.770732645E9	58.32035793371329
1.778482022E9	58.873732564722836
1.786231399E9	58.894634776987715
1.793980776E9	59.02333633969806
1.801730153E9	59.222955981488134
1.80947953E9	59.44091960834109
1.817228907E9	59.44720706256473
1.824978284E9	58.35812220967134
1.832727661E9	59.27298544644028
1.840477038E9	59.310951801344714
1.848226415E9	59.339350431219636
1.855975792E9	59.41340996846766
1.863725169E9	59.43041715926364
1.871474546E9	59.29124004161305
1.879223923E9	59.31426773787629
1.8869733E9	59.32994348540104
1.893300577E9	58.38428574192425
1.895830864E9	24.5
1.897252964E9	59.319239433158586
1.902472054E9	58.394553738062996
1.910221431E9	59.35634086903844
1.917970808E9	59.002668368902
1.925720185E9	59.461515896006745
1.933469562E9	59.19109267303916
1.941218939E9	59.16831761849702
1.948968316E9	59.24857117474607
1.956717693E9	58.72278059658081
1.96446707E9	58.901458517862416
1.972216447E9	59.33424145476457
1.979965824E9	59.3888759124702
1.987715201E9	59.29928126100375
1.995464578E9	59.377302870155425
2.003213955E9	59.321347721098704
2.010963332E9	59.16373906125696
2.018712709E9	59.03903072419706
2.026462086E9	59.10912531282427
2.034211463E9	59.44227612956407
2.04196084E9	59.24216676882196
2.049710217E9	59.37636734441629
2.057459594E9	59.12266173123955
2.065208971E9	59.18338612198295
2.072958348E9	59.386297708861115
2.080707725E9	59.27048641870988
2.0853527655E9	55.35694420795732
2.086227972E9	37.57142857142857
2.0893323085E9	58.74693704938495
2.096206479E9	59.311082809866704
2.103955856E9	58.610427863545944
2.111705233E9	58.40016934801016
2.11945461E9	58.695132304870654
2.127203987E9	59.21447497270466
2.134953364E9	56.250941704035874
2.142702741E9	59.53223108728625
2.150452118E9	59.180173103540916
2.158201495E9	58.75114583040432
2.165950872E9	59.22850313879206
2.173700249E9	59.28294530590483
2.181449626E9	59.49475934389574
2.189199003E9	59.0517399685024
2.19694838E9	59.52516564593506
2.204697757E9	59.12054162680226
2.212447134E9	59.31837948830056
2.220196511E9	59.327611534276386
2.227945888E9	59.43465354467262
2.235695265E9	59.50627278322208
2.243444642E9	59.402179416877644
2.251194019E9	59.04456160567004
2.258943396E9	59.15927306462568
2.265344585E9	59.078925505752494
2.26791743E9	46.93055555555556
2.269265618E9	59.45762070270828
2.27444215E9	59.36796133756335
2.282191527E9	59.46980059020714
2.289940904E9	59.25852986264885
2.297690281E9	58.96098308251041
2.305439658E9	59.49843490521877
2.313189035E9	59.4757221209336
2.320938412E9	59.00064305481659
2.328687789E9	57.54613955587965
2.336437166E9	59.17894613150694
2.344186543E9	59.06558812286521
2.35193592E9	59.37346115871383
2.359685297E9	59.3603028762623
2.367434674E9	59.40518821685506
2.375184051E9	59.38308687772075
2.382933428E9	59.25937558065115
2.390682805E9	59.39133142920367
2.398432182E9	59.43668243807403
2.406181559E9	59.41773186004803
2.413930936E9	59.400441172954146
2.421680313E9	59.241253805238685
2.42942969E9	59.35904857371131
2.436037066E9	59.446467190279066
2.4399117545E9	58.98661747526597
2.444928444E9	58.83094245648613
2.452677821E9	59.451230709122875
2.460427198E9	59.32417276843485
2.468176575E9	59.254352938450666
2.475925952E9	58.929549902152644
2.483675329E9	58.85149476397955
2.491424706E9	59.19181786237691
2.499174083E9	55.33690929249948
2.50692346E9	57.29572821676776
