#Position (bp)	insert size
2.8852393455E9	125.6
2.8853891415E9	186.5
2.885478385E9	0.0
2.8855237295E9	0.0
2.885575297E9	51.0
2.885613754E9	167.0
2.8856719105E9	0.0
2.885747331E9	190.7
2.8858518155E9	183.0
2.886014044E9	213.0
2.8861957175E9	189.875
2.886364595E9	138.8125
2.888481395E9	149.46601941747574
2.89439231E9	151.48346456692914
2.902141687E9	147.06948188080264
2.909891064E9	154.32029452369994
2.917640441E9	167.65111940298507
2.925389818E9	152.47119123365147
2.933139195E9	143.31238058846006
2.940888572E9	149.66854838709676
2.948637949E9	154.52904040404042
2.956387326E9	154.11189468735307
2.964136703E9	154.82109842305601
2.97188608E9	164.791932059448
2.979635457E9	181.87593984962405
2.987384834E9	154.02317880794703
2.995134211E9	153.5781078107811
3.002883588E9	150.0018281535649
3.010632965E9	157.15878679750222
3.018382342E9	145.39003490955253
3.026131719E9	154.13427856547122
3.033881096E9	146.05934195064629
3.040120924E9	143.2794157424939
3.0439956125E9	154.0612244897959
3.04937985E9	158.11899791231733
3.057129227E9	163.75321637426902
3.064878604E9	166.22417153996102
3.072627981E9	135.4375
3.080377358E9	0.0
3.088126735E9	0.0
3.095857451E9	236.03333333333333
3.0997320985E9	189.0
