#Position (bp)	Coverage
5.77328587E8	0.058571289021040016
5.85077964E8	0.03332887275970701
5.92827341E8	0.018441095329340667
6.00576718E8	0.009716006848034364
6.08326095E8	0.034967714178830114
6.16075472E8	0.03315802031569764
6.23824849E8	0.04412393409173408
6.31574226E8	0.04751246455037612
6.39323603E8	0.08396171718061982
6.4707298E8	0.027196895956926603
6.5108188E8	0.09144149346367487
6.549565685E8	0.0
6.62571734E8	0.0
6.70321111E8	0.018931199243500476
6.78070488E8	0.04138010061970143
6.85819865E8	0.020317633275552343
6.93569242E8	0.03606315707701406
7.01318619E8	0.041880656987006826
7.09067996E8	0.0051491881218322455
7.16817373E8	0.0034295660154358217
7.2456675E8	0.01805951626821098
7.32316127E8	0.009680132996497655
7.40065504E8	0.0060172579034417865
7.47814881E8	0.025556247940963513
7.55564258E8	0.012205239208261515
7.62509683E8	0.035900182252694104
7.663843715E8	0.0
7.71063012E8	0.0
7.78812389E8	0.0
7.86561766E8	0.06729495803340062
7.94311143E8	0.011096763004303442
8.0206052E8	0.025746456779686934
8.09809897E8	0.008335637819659568
8.17559274E8	0.046010666405828494
8.25308651E8	0.03126044842056336
8.33058028E8	0.04906936389854307
8.40807405E8	0.06131125121412986
8.48556782E8	0.009764526877450923
8.56306159E8	0.05029217187394548
8.64055536E8	0.04502594208540893
8.70277181E8	0.07301477466668002
8.72724992E8	0.0013385619878141283
8.72931433E8	0.019107556363739682
8.731340445E8	4.637979902087091E-4
8.73326804E8	0.017846230982561145
8.73441596E8	0.0
8.73480431E8	0.004550625711035267
8.735866135E8	0.0036456223598171403
8.73694888E8	0.0061729806351311185
8.746981795E8	0.0
8.7955429E8	0.0
8.87303667E8	1.1613836828431498E-5
8.95053044E8	0.0068637775656030155
9.02802421E8	0.02047829135167898
9.10551798E8	0.030559746931914655
9.18301175E8	0.05330828529828914
9.26050552E8	0.02969709694082505
9.33799929E8	0.03484409133792304
9.41549306E8	0.056441569431968534
9.49298683E8	0.06013464050077832
9.5704806E8	0.032530485999068055
9.64797437E8	0.04577335700663421
9.72190036E8	0.023870135411347162
9.759320705E8	0.002603469507950956
9.762888485E8	0.1080668506038265
9.80296191E8	0.09389541894787155
9.88045568E8	0.042457219464222734
9.95794945E8	0.036581650370087815
1.003544322E9	0.08680659103305982
1.011293699E9	0.0069471391055048685
1.019043076E9	0.002495039278641367
1.026792453E9	0.02925925529239318
1.03454183E9	0.033352874689152434
1.042291207E9	0.050459153039012036
1.050040584E9	0.03859523159087498
1.057789961E9	0.03510191851551422
1.0640795945E9	0.09084534016302649
1.067430919E9	4.8057438250196635E-5
1.0688906625E9	0.04540530109063673
1.073288715E9	0.12643893825271374
1.081038092E9	0.02684796468154795
1.088787469E9	0.04791701319989981
1.096536846E9	0.05320363172420183
1.104286223E9	0.0558973966552408
1.1120356E9	0.10320042501481087
1.119784977E9	0.05563143979186972
1.127534354E9	0.050839699759090314
1.135283731E9	0.056938512605593974
1.143033108E9	0.07998539753582772
1.149266268E9	0.11762173085407222
1.151717535E9	0.04021746744184793
1.15195075E9	0.002563746488201425
1.152147445E9	0.0023989124930031717
1.153430447E9	0.016112393430809557
1.158531862E9	0.03184733430829343
1.166281239E9	0.022384638145750296
1.174030616E9	0.019984445201207787
1.181779993E9	0.014505424113448087
1.18952937E9	0.016778639108666414
1.197278747E9	0.0208858079817255
1.205028124E9	0.022981847443994532
1.212777501E9	0.027906243301880913
1.220526878E9	0.007468084208575735
1.228276255E9	0.028498161852236636
1.2323639745E9	0.09012538081312109
1.236238663E9	0.16432285105857114
1.243775009E9	0.1498044294399408
1.251524386E9	0.11155322550445022
1.259273763E9	0.01403299903979378
1.26702314E9	0.06228113563193532
1.274772517E9	0.14617755724105305
1.282521894E9	0.12974668802408246
1.288795602E9	0.12987243330035458
1.291282149E9	0.0020564965296621064
1.2913856925E9	0.0
1.2914655495E9	0.0
1.2915628205E9	0.0
1.2916163385E9	0.002240143369175627
1.2916575315E9	0.006396588486140725
1.291766658E9	0.0015337161943388832
1.291875052E9	0.22471468891888574
1.291916283E9	0.02588872641848647
1.2930415505E9	0.016654156204811803
1.298020648E9	0.024561200210029787
1.305770025E9	0.025980927240989823
1.313519402E9	0.030415864397873534
1.321268779E9	0.05437366126335059
1.329018156E9	0.02464546504835163
1.336767533E9	0.047437103653622734
1.34451691E9	0.016956201769509988
1.352266287E9	0.026578265581865483
1.360015664E9	0.05134193368060426
1.367765041E9	0.03020952523022173
1.375514418E9	0.029054722721581362
1.383263795E9	0.009752009742202502
1.391013172E9	0.05360637377688555
1.398762549E9	0.019305939045164533
1.406511926E9	0.030105129741397275
1.414261303E9	0.01548937417807909
1.42201068E9	0.028209493485734403
1.429760057E9	0.018571170301819102
1.437509434E9	0.01733636136169398
1.445258811E9	0.017679356676026988
1.453008188E9	0.021795687575917395
1.460757565E9	0.024748957238756097
1.468506942E9	0.029649867337722763
1.476256319E9	0.010737121190516348
1.484005696E9	0.023149344779586797
1.491755073E9	0.046267848370262536
1.49950445E9	0.021404559360062105
1.507253827E9	0.0321992335641949
1.515003204E9	0.029567667181503752
1.522752581E9	0.043409037913628414
1.53037897E9	0.0497055935035326
1.5342536585E9	0.0113141119458809
1.538251335E9	0.054641166638298794
1.546000712E9	0.012350928339142617
1.553750089E9	0.030535486917206377
1.561499466E9	0.01396550974355745
1.569248843E9	0.08014760412353147
1.57699822E9	0.042694915991311304
1.584747597E9	0.04670504480553727
1.592496974E9	0.03377058568708168
1.59747325E9	0.10464624916313955
1.6013479385E9	0.0013124296590711986
1.607995728E9	0.0022729569099554712
1.615745105E9	0.014643370686443568
1.623494482E9	0.010240048974259479
1.631243859E9	0.04573632177141466
1.638993236E9	0.04505704135958284
1.6440763725E9	0.06827517609363415
1.647951061E9	0.0
1.65449199E9	5.102345646624238E-4
1.662241367E9	0.029306613938126898
1.669990744E9	0.04675124206758814
1.677740121E9	0.0503768238401616
1.685489498E9	0.11272906196201321
1.6927337375E9	0.05584794531971767
1.6961786655E9	0.0
1.696274814E9	0.01299857978480129
1.6963854715E9	0.11451171483879581
1.6965578825E9	0.0038170251438957893
1.696661813E9	0.004204526873934269
1.6967741785E9	0.003463060686015831
1.6969170575E9	0.0
1.697018664E9	9.056603773584906E-4
1.6970909575E9	0.0
1.69712795E9	0.0
1.697223072E9	0.0
1.697380707E9	0.0
1.7011602735E9	0.018038619189897444
1.708737629E9	0.05450567187530043
1.716487006E9	0.026841512549976597
1.724236383E9	0.02178071863067186
1.73198576E9	0.035958245417663896
1.739735137E9	0.04921944047889269
1.747484514E9	0.10049556241746917
1.755233891E9	0.023451562622388872
1.762983268E9	0.017338297001165383
1.770732645E9	0.018737377211097098
1.778482022E9	0.005366624955786769
1.786231399E9	0.0072349041735871155
1.793980776E9	0.015207028900516777
1.801730153E9	0.026017188220420817
1.80947953E9	0.029978151792073093
1.817228907E9	0.03170590358424942
1.824978284E9	0.05181345545583858
1.832727661E9	0.02681725253526832
1.840477038E9	0.027728551598405912
1.848226415E9	0.026758925265863306
1.855975792E9	0.027017268613980194
1.863725169E9	0.011324136120877846
1.871474546E9	0.020031803846941504
1.879223923E9	0.035896950167736065
1.8869733E9	0.026519422141934763
1.893300577E9	0.06847785513142543
1.895830864E9	5.791617598795343E-4
1.897252964E9	0.09837128268601307
1.902472054E9	0.04445015386398158
1.910221431E9	0.01978404199460163
1.917970808E9	0.0123737688849052
1.925720185E9	0.009501796079865517
1.933469562E9	0.033458173476396874
1.941218939E9	0.017611996422422085
1.948968316E9	0.019163088852174825
1.956717693E9	0.004451841741600647
1.96446707E9	0.011960961506970173
1.972216447E9	0.02735445700989899
1.979965824E9	0.03263462340262965
1.987715201E9	0.01327513166542291
1.995464578E9	0.02716115114802132
2.003213955E9	0.018175654636495293
2.010963332E9	0.013053178339368442
2.018712709E9	0.014708924343208493
2.026462086E9	0.01091300629715137
2.034211463E9	0.019240514431031037
2.04196084E9	0.018410125097798186
2.049710217E9	0.021448820982641573
2.057459594E9	0.014354573277309905
2.065208971E9	0.012856517369073669
2.072958348E9	0.012438161157987281
2.080707725E9	0.025667740774516456
2.0853527655E9	0.012545563586516293
2.086227972E9	0.0012874983906270116
2.0893323085E9	0.021649404797228322
2.096206479E9	0.013860985212101566
2.103955856E9	0.013475276786766214
2.111705233E9	0.0026209848869141353
2.11945461E9	0.023532859480187893
2.127203987E9	0.030822477729500062
2.134953364E9	0.006178561192725557
2.142702741E9	0.027102436750722027
2.150452118E9	0.023389493116672475
2.158201495E9	0.026330374686894184
2.165950872E9	0.03008512813352609
2.173700249E9	0.012914328467952972
2.181449626E9	0.02745949771188058
2.189199003E9	0.010982173147596253
2.19694838E9	0.022569814321848066
2.204697757E9	0.01654042641105214
2.212447134E9	0.017571735121416857
2.220196511E9	0.04772809478749066
2.227945888E9	0.06899135246614019
2.235695265E9	0.04117892315730671
2.243444642E9	0.02983336595961198
2.251194019E9	0.008733347209717633
2.258943396E9	0.04075269534570328
2.265344585E9	0.08338965300026657
2.26791743E9	0.001941978012493392
2.269265618E9	0.02296474192174405
2.27444215E9	0.037079883970027525
2.282191527E9	0.047951338539859396
2.289940904E9	0.02270969653431495
2.297690281E9	0.13797315577755476
2.305439658E9	0.059373676103253205
2.313189035E9	0.05557453199141041
2.320938412E9	0.018300696946348075
2.328687789E9	0.00795057460748135
2.336437166E9	0.008091618203631079
2.344186543E9	0.017125505701942233
2.35193592E9	0.020381638420740145
2.359685297E9	0.01782685240374807
2.367434674E9	0.012614433392516585
2.375184051E9	0.04069823935524107
2.382933428E9	0.02651929309930334
2.390682805E9	0.016197043968824848
2.398432182E9	0.020318407531340905
2.406181559E9	0.03715343826994093
2.413930936E9	0.03548711077032386
2.421680313E9	0.031190507314329912
2.42942969E9	0.03644847837445513
2.436037066E9	0.031527754271207374
2.4399117545E9	0.07540623869856507
2.444928444E9	0.051934368401485694
2.452677821E9	0.014145653257029565
2.460427198E9	0.02536732952855436
2.468176575E9	0.036329501068279424
2.475925952E9	0.027511630934977094
2.483675329E9	0.038864672605294595
2.491424706E9	0.015798044152452513
2.499174083E9	0.0022983783083465937
2.50692346E9	0.027928954805012066
2.514672837E9	0.04707875226614991
2.522422214E9	0.008105941935719478
2.530171591E9	0.02218475110966985
2.537920968E9	0.06137190125090056
2.545670345E9	0.035593441898619724
2.553419722E9	0.017864661894756186
2.561169099E9	0.01091352246767708
2.568918476E9	0.03856013199512683
2.576667853E9	0.03817352027137149
2.58441723E9	0.026331665113208454
2.592166607E9	0.04490089977555615
2.597078511E9	0.0357032844187153
2.6009531995E9	0.01334708735554488
2.607665361E9	0.02924854475398474
2.615414738E9	0.014413287674609197
2.623164115E9	0.05123740914914838
2.630913492E9	0.019401043464526244
2.638662869E9	0.03969480385326459
2.646412246E9	0.009382044517901245
2.654161623E9	0.0185071651566313
2.661911E9	0.027793072914119418
2.669660377E9	0.016122328285228606
2.677409754E9	0.016633595190942447
2.685159131E9	0.013751040890125748
2.692908508E9	0.024135230483689204
2.700657885E9	0.038169519949797254
2.708407262E9	0.010749896411027622
2.716156639E9	0.016834256482811456
2.723906016E9	0.036832638288213364
2.731655393E9	0.02590530825897359
2.739392222E9	0.0673252306590089
2.7432669105E9	0.0035862288810965893
2.747154147E9	0.03244196275390912
2.754903524E9	0.01054755756495006
2.762652901E9	0.01919315578529732
2.770402278E9	0.008995303751514477
2.778151655E9	0.06585690694877795
2.785901032E9	0.004266923650765733
2.793650409E9	0.0
2.801399786E9	1.9743522608333547E-4
2.809149163E9	0.008481585035803523
2.81689854E9	0.02536423250540011
2.824647917E9	0.01731158517645999
2.832397294E9	0.03512230725127968
2.840146671E9	0.0518484260089553
2.847896048E9	0.01691671472429332
2.855645425E9	0.03557331124811711
2.863394802E9	0.025804396921197667
2.871144179E9	0.09277532890708505
2.8783339735E9	0.08452791554779847
2.8816691105E9	0.006739553691777744
2.8817081685E9	0.009460240710569192
2.881815618E9	0.001526760722666742
2.8819235655E9	0.0023047375160051217
2.881951375E9	0.0
2.8819607965E9	0.0
2.881963016E9	0.0
2.8819650695E9	0.0
2.8819667765E9	0.0
2.8819782505E9	0.0
2.8819911965E9	0.0
2.881994005E9	0.0
2.8819953275E9	0.0
2.8819971875E9	0.0
2.8819988245E9	0.0
2.882005523E9	0.0
2.8820305675E9	0.0
2.882050002E9	0.0
2.8820519145E9	0.0
2.882054482E9	0.0
2.882056241E9	0.0
2.882057828E9	0.0
2.882060061E9	0.0
2.8820622915E9	0.0
2.882064383E9	0.0
2.882066127E9	0.0
2.88206734E9	0.0
2.8820687725E9	0.0
2.882070395E9	0.0
2.882267106E9	0.006879031579269552
2.882463753E9	0.291970802919708
2.8824652565E9	0.05073280721533258
2.8824681035E9	0.45918367346938777
2.882516555E9	0.024165707710011506
2.882619299E9	0.14311363939380473
2.882677579E9	0.0
2.882680814E9	0.0
2.8826831805E9	0.0
2.8826854325E9	0.0
2.882687501E9	0.0
2.8826891265E9	0.0
2.882701121E9	0.0
2.882740355E9	0.004840531382778465
2.882809418E9	0.01198586469452439
2.8828534285E9	0.015861825872400422
2.882860329E9	0.0
2.882867573E9	0.0
2.88287343E9	0.0
2.882877733E9	0.0
2.882880309E9	0.04739336492890995
2.88288275E9	0.0
2.8828853255E9	0.0
2.882886906E9	0.0
2.882933057E9	0.00295699219135025
2.8829793125E9	0.0
2.882980713E9	0.0
2.8829822125E9	0.0
2.882984397E9	0.030313236780060628
2.882986658E9	0.0
2.8829909575E9	0.0
2.883009997E9	0.0
2.8830477505E9	0.0
2.88307233E9	0.0192102454642476
2.883076929E9	0.0
2.8830824375E9	0.0
2.8830887685E9	0.0
2.883093368E9	0.0295955277869122
2.8830977865E9	0.0
2.8831015105E9	0.0
2.8831028565E9	0.0
2.8831040605E9	0.0
2.883106094E9	0.033345683586513526
2.8831079675E9	0.0
2.8831092055E9	0.0
2.8831106335E9	0.0
2.8831118605E9	0.08771929824561403
2.883112934E9	0.0
2.883114396E9	0.0
2.883116725E9	0.0
2.8831199175E9	0.0
2.8831258425E9	0.0
2.8831305265E9	0.0
2.883131573E9	0.0
2.8831327445E9	0.0
2.883134587E9	0.0
2.883136549E9	0.0
2.883137889E9	0.0
2.8831394005E9	0.0
2.8831409485E9	0.0
2.8831420415E9	0.0
2.8831434205E9	0.0
2.8831450565E9	0.0
2.8831466735E9	0.0
2.8831482025E9	0.0
2.8831496855E9	0.0
2.883151E9	0.0
2.8831524505E9	0.0
2.8831539105E9	0.0
2.883156513E9	0.0
2.8831591885E9	0.0
2.8831610845E9	0.0
2.8831632375E9	0.0
2.883164788E9	0.0
2.8831667025E9	0.0
2.883169294E9	0.0
2.8831746925E9	0.0
2.8831825095E9	0.0
2.8832777785E9	0.06193683842183536
2.8834588255E9	0.04913559303117222
2.8836293255E9	0.011106166796454927
2.883800073E9	0.0020034169388902182
2.8839686355E9	0.0
2.8840548555E9	0.0
2.884144479E9	0.0
2.8843319275E9	0.0012816982977147794
2.8845214925E9	0.00534213400446365
2.884626674E9	0.0
2.8846808625E9	0.0013536684414764012
2.884813473E9	0.0
2.884959501E9	0.0
2.885085541E9	0.0039682789637122936
2.8852393455E9	0.0018139066174000672
2.8853891415E9	5.970466094386435E-4
2.885478385E9	0.0
2.8855237295E9	0.0
2.885575297E9	0.0022393073076061804
2.885613754E9	0.0
2.8856719105E9	0.0
2.885747331E9	0.006315700832269021
2.8858518155E9	0.0
2.886014044E9	4.6589089584928695E-4
2.8861957175E9	0.00965981156006523
2.886364595E9	0.005007849975488219
2.888481395E9	0.005210864312000654
2.89439231E9	0.007663454752556238
2.902141687E9	0.020631981125708555
2.909891064E9	0.013186995548158258
2.917640441E9	0.0032680046408891964
2.925389818E9	0.018026094226671383
2.933139195E9	0.03309995113155548
2.940888572E9	0.015786817443518363
2.948637949E9	0.004938848632606208
2.956387326E9	0.012755476988666315
2.964136703E9	0.011198319555236504
2.97188608E9	0.0027806106219893548
2.979635457E9	0.0017863371468441916
2.987384834E9	0.011440919702319296
2.995134211E9	0.01141782107129386
3.002883588E9	0.013890148846804073
3.010632965E9	0.007098506112168759
3.018382342E9	0.020226916305659152
3.026131719E9	0.0075378962721777505
3.033881096E9	0.010904489483477189
3.040120924E9	0.03916280625307725
3.0439956125E9	0.0030085144635914433
3.04937985E9	0.0029561086007300974
3.057129227E9	0.005389981672075058
3.064878604E9	0.003200644387284294
3.072627981E9	4.4055154369183484E-4
3.080377358E9	0.0
3.088126735E9	0.0
3.095857451E9	1.9748303143584945E-4
3.0997320985E9	0.0023361976369495165
