#Position (bp)	mapping quality
2.35193592E9	59.43529709709076
2.359685297E9	59.41503615713696
2.367434674E9	59.27465883749002
2.375184051E9	59.37519420646446
2.382933428E9	59.216969655682504
2.390682805E9	59.370324338535816
2.398432182E9	59.46396113175193
2.406181559E9	59.447085260978895
2.413930936E9	59.44056610291524
2.421680313E9	59.302432283715405
2.42942969E9	59.36561835066365
2.436037066E9	59.49506996071057
2.4399117545E9	59.11410455907286
2.444928444E9	58.895979466231346
2.452677821E9	59.472678343367996
2.460427198E9	59.33363855102986
2.468176575E9	59.26300123254633
2.475925952E9	58.958198482162125
2.483675329E9	58.883433993963685
2.491424706E9	59.26390034715132
2.499174083E9	55.678794003705576
2.50692346E9	57.41486933540327
2.514672837E9	56.36482645389235
2.522422214E9	59.295593479368314
2.530171591E9	59.28474039949278
2.537920968E9	58.53606016896765
2.545670345E9	59.14347761459175
2.553419722E9	59.420673215833574
2.561169099E9	59.31660222529649
2.568918476E9	59.16347463497726
2.576667853E9	59.34179115072966
2.58441723E9	58.71403648053946
2.592166607E9	59.038393005972054
2.597078511E9	59.03669799092677
2.6009531995E9	57.972010984368396
2.607665361E9	56.23538988255433
2.615414738E9	59.291546546815404
2.623164115E9	59.5048128988712
2.630913492E9	59.127219879478005
2.638662869E9	59.43424140957706
2.646412246E9	59.266886734062304
2.654161623E9	59.23605658943376
2.661911E9	59.389847663885526
2.669660377E9	59.199026717251755
2.677409754E9	59.40355314197052
2.685159131E9	59.54029579024418
2.692908508E9	59.37623307116926
2.700657885E9	59.33790865140809
2.708407262E9	59.36797311085769
2.716156639E9	59.14893258211644
2.723906016E9	59.53216200119118
2.731655393E9	59.529698630136984
2.739392222E9	59.42293558752324
2.7432669105E9	21.0
2.747154147E9	58.91660865933454
2.754903524E9	59.195333814551546
2.762652901E9	59.21986082630181
2.770402278E9	58.944009295920125
2.778151655E9	59.3836092877437
2.785901032E9	43.42028065081957
2.793650409E9	0.0
2.801399786E9	29.773856209150328
2.809149163E9	50.806183151520685
2.81689854E9	59.496191944321495
2.824647917E9	58.87370484666875
2.832397294E9	59.058965522309094
2.840146671E9	59.16092863738293
2.847896048E9	59.465688742429094
2.855645425E9	59.36574394840226
2.863394802E9	59.535630700912144
2.871144179E9	59.40151136864682
2.8783339735E9	59.386073035732764
2.8816691105E9	39.007407407407406
2.8817081685E9	48.855555555555554
2.881815618E9	38.75925925925926
2.8819235655E9	43.91111111111111
2.881951375E9	0.0
2.8819607965E9	0.0
2.881963016E9	0.0
2.8819650695E9	0.0
2.8819667765E9	0.0
2.8819782505E9	0.0
2.8819911965E9	0.0
2.881994005E9	0.0
2.8819953275E9	0.0
2.8819971875E9	0.0
2.8819988245E9	0.0
2.882005523E9	0.0
2.8820305675E9	0.0
2.882050002E9	0.0
2.8820519145E9	0.0
2.882054482E9	0.0
2.882056241E9	0.0
2.882057828E9	0.0
2.882060061E9	0.0
2.8820622915E9	0.0
2.882064383E9	0.0
2.882066127E9	0.0
2.88206734E9	0.0
2.8820687725E9	0.0
2.882070395E9	0.0
2.882267106E9	47.53096032628847
2.882463753E9	49.16111111111111
2.8824652565E9	23.0
2.8824681035E9	52.48777777777778
2.882516555E9	43.373831775700936
2.882619299E9	39.730762064468045
2.882677579E9	0.0
2.882680814E9	0.0
2.8826831805E9	0.0
2.8826854325E9	0.0
2.882687501E9	0.0
2.8826891265E9	0.0
2.882701121E9	0.0
2.882740355E9	48.592592592592595
2.882809418E9	44.21884498480243
2.8828534285E9	43.44444444444444
2.882860329E9	0.0
2.882867573E9	0.0
2.88287343E9	0.0
2.882877733E9	0.0
2.882880309E9	40.0
2.88288275E9	0.0
2.8828853255E9	0.0
2.882886906E9	0.0
2.882933057E9	47.86666666666667
2.8829793125E9	0.0
2.882980713E9	0.0
2.8829822125E9	0.0
2.882984397E9	20.0
2.882986658E9	0.0
2.8829909575E9	0.0
2.883009997E9	0.0
2.8830477505E9	0.0
2.88307233E9	40.0
2.883076929E9	0.0
2.8830824375E9	0.0
2.8830887685E9	0.0
2.883093368E9	25.0
2.8830977865E9	0.0
2.8831015105E9	0.0
2.8831028565E9	0.0
2.8831040605E9	0.0
2.883106094E9	45.0
2.8831079675E9	0.0
2.8831092055E9	0.0
2.8831106335E9	0.0
2.8831118605E9	28.0
2.883112934E9	0.0
2.883114396E9	0.0
2.883116725E9	0.0
2.8831199175E9	0.0
2.8831258425E9	0.0
2.8831305265E9	0.0
2.883131573E9	0.0
2.8831327445E9	0.0
2.883134587E9	0.0
2.883136549E9	0.0
2.883137889E9	0.0
2.8831394005E9	0.0
2.8831409485E9	0.0
2.8831420415E9	0.0
2.8831434205E9	0.0
2.8831450565E9	0.0
2.8831466735E9	0.0
2.8831482025E9	0.0
2.8831496855E9	0.0
2.883151E9	0.0
2.8831524505E9	0.0
2.8831539105E9	0.0
2.883156513E9	0.0
2.8831591885E9	0.0
2.8831610845E9	0.0
2.8831632375E9	0.0
2.883164788E9	0.0
2.8831667025E9	0.0
2.883169294E9	0.0
2.8831746925E9	0.0
2.8831825095E9	0.0
2.8832777785E9	31.567090395480225
2.8834588255E9	52.28824531516184
2.8836293255E9	29.795214245965497
2.883800073E9	42.733333333333334
2.8839686355E9	0.0
2.8840548555E9	0.0
2.884144479E9	0.0
2.8843319275E9	28.666666666666668
2.8845214925E9	35.4
2.884626674E9	0.0
2.8846808625E9	24.0
2.884813473E9	0.0
2.884959501E9	0.0
2.885085541E9	36.231746031746034
2.8852393455E9	59.833333333333336
2.8853891415E9	23.0
2.885478385E9	0.0
2.8855237295E9	0.0
2.885575297E9	51.0
2.885613754E9	0.0
2.8856719105E9	0.0
2.885747331E9	50.87555555555556
2.8858518155E9	0.0
2.886014044E9	20.0
2.8861957175E9	40.3147713950762
2.886364595E9	27.0545229244114
2.888481395E9	58.32646906366335
2.89439231E9	59.46279488777005
2.902141687E9	59.23497513838071
2.909891064E9	59.231390239845
2.917640441E9	58.81026653504442
2.925389818E9	59.37107616095525
2.933139195E9	59.41931899697471
2.940888572E9	59.295500989063086
2.948637949E9	59.16204635121365
2.956387326E9	59.306605157465576
2.964136703E9	59.04002074210648
2.97188608E9	58.71301280861333
2.979635457E9	55.80004334320595
2.987384834E9	59.26321903902549
2.995134211E9	59.46661995230615
3.002883588E9	59.1273132664437
3.010632965E9	59.27379156138087
3.018382342E9	59.4181223125311
3.026131719E9	59.01083644331838
3.033881096E9	58.507165426079546
3.040120924E9	59.29950715515706
3.0439956125E9	59.196851260596716
3.04937985E9	55.27138990745591
3.057129227E9	58.0999066293184
3.064878604E9	58.391202677095514
3.072627981E9	48.13210310486233
3.080377358E9	0.0
3.088126735E9	0.0
3.095857451E9	37.6172028890348
3.0997320985E9	39.666666666666664
