#Position (bp)	insert size
3874689.0	138.65013726835966
1.1624066E7	145.91759016723756
1.9373443E7	143.82934072460898
2.712282E7	141.63287924266913
3.4872197E7	140.639735585751
4.2621574E7	144.35350223546945
5.0370951E7	147.74942301351797
5.8120328E7	149.25581395348837
6.5869705E7	158.71650663008688
7.3619082E7	161.83895853423337
8.1368459E7	158.0900070871722
8.9117836E7	155.7360544217687
9.6867213E7	155.7472315840154
1.0461659E8	157.41625371655104
1.12365967E8	145.33272361441377
1.20115344E8	151.12613575628006
1.27864721E8	179.55555555555554
1.35614098E8	0.0
1.43363475E8	155.28605769230768
1.51112852E8	144.30420574026712
1.58862229E8	144.53223915592028
1.66611606E8	151.4625629949604
1.74360983E8	151.8361344537815
1.8211036E8	149.886312849162
1.89859737E8	157.49571020019067
1.97609114E8	152.07912457912457
2.05358491E8	141.43331547937868
2.13107868E8	152.3963697762769
2.20857245E8	151.52166224580017
2.28606622E8	148.73384353741497
2.36355999E8	151.18831667947734
2.44105376E8	148.3703159441587
2.484682435E8	144.35040983606558
2.52342932E8	149.62599206349208
2.5960413E8	153.4829497016198
2.67353507E8	156.08080393765383
2.75102884E8	153.42182410423453
2.82852261E8	153.62285183464934
2.90601638E8	149.04491341991343
2.98351015E8	157.89440276976342
3.06100392E8	158.10532150776052
3.13849769E8	158.3027054619704
3.21599146E8	141.6936650785248
3.29348523E8	152.7764765784114
3.370979E8	149.72518489684703
3.44847277E8	148.49825033647375
3.52596654E8	143.44634933440904
3.60346031E8	153.82179019846092
3.68095408E8	148.6612832824094
3.75844785E8	147.9602032176122
3.81236659E8	137.57745629897528
3.851113475E8	144.03884638022367
3.91343539E8	150.57421566042711
3.99092916E8	149.25653047555258
4.06842293E8	157.62649006622516
4.1459167E8	155.1028156996587
4.22341047E8	165.4165497896213
4.30090424E8	143.5874125874126
4.37839801E8	150.08691983122364
4.45589178E8	140.965793819297
4.53338555E8	144.32161741835148
4.61087932E8	143.9396984924623
4.68837309E8	153.21466244725738
4.76586686E8	153.37027027027028
4.84336063E8	162.0272340425532
4.9208544E8	154.0974882928906
4.99834817E8	146.15880027900488
5.07584194E8	153.0278647463995
5.146496745E8	151.25673940949935
5.178906245E8	68.5
5.18574521E8	148.0698224852071
5.23082948E8	145.90007176175098
5.30832325E8	149.23926553672317
5.38581702E8	161.8996138996139
5.46331079E8	151.20404478150957
5.54080456E8	162.7047619047619
5.61829833E8	155.65205223880596
5.6957921E8	142.0404872805446
5.77328587E8	140.84182252288102
5.85077964E8	147.76460300804476
5.92827341E8	157.21577287066245
6.00576718E8	175.91596638655463
6.08326095E8	153.0945720945721
6.16075472E8	155.06577558916638
6.23824849E8	145.99312351229833
6.31574226E8	147.36343503937007
6.39323603E8	144.3216471897607
6.4707298E8	147.20770877944327
6.5108188E8	137.6007326007326
6.549565685E8	0.0
6.62571734E8	0.0
6.70321111E8	156.12615955473098
6.78070488E8	148.4572072072072
6.85819865E8	149.47531572904708
6.93569242E8	154.62209302325581
7.01318619E8	150.54935861684328
7.09067996E8	161.08333333333334
7.16817373E8	164.5641891891892
7.2456675E8	158.02322580645162
7.32316127E8	165.43028846153845
7.40065504E8	164.0733590733591
7.47814881E8	151.56817145462836
7.55564258E8	156.50860420650096
7.62509683E8	148.26563138536983
7.663843715E8	0.0
7.71063012E8	0.0
7.78812389E8	0.0
7.86561766E8	143.39854444636978
7.94311143E8	155.9769392033543
8.0206052E8	154.43647912885663
8.09809897E8	157.0306406685237
8.17559274E8	145.84408329101066
8.25308651E8	152.0615212527964
8.33058028E8	151.62309885931558
8.40807405E8	143.27984790874524
8.48556782E8	155.8834720570749
8.56306159E8	146.4954829742877
8.64055536E8	145.7951244813278
8.70277181E8	142.86981779772907
8.72724992E8	168.33333333333334
8.72931433E8	186.48888888888888
8.731340445E8	241.0
8.73326804E8	187.68421052631578
8.73441596E8	0.0
8.73480431E8	241.5
8.735866135E8	151.28571428571428
8.73694888E8	81.66666666666667
8.746981795E8	0.0
8.7955429E8	0.0
8.87303667E8	176.0
8.95053044E8	161.4358108108108
9.02802421E8	154.93121091529278
9.10551798E8	146.90641711229947
9.18301175E8	146.85222538916904
9.26050552E8	151.67153572838532
9.33799929E8	152.3168449197861
9.41549306E8	146.47252066115703
9.49298683E8	147.4078743211792
9.5704806E8	148.55718895661528
9.64797437E8	143.64023457419682
9.72190036E8	152.62761955937668
9.759320705E8	195.07692307692307
9.762888485E8	148.36050156739813
9.80296191E8	139.85086303241027
9.88045568E8	142.23645861974154
9.95794945E8	145.52169751116784
1.003544322E9	143.11700698549168
1.011293699E9	148.4908180300501
1.019043076E9	160.6
1.026792453E9	143.099960175229
1.03454183E9	145.65873293664683
1.042291207E9	139.85479768786126
1.050040584E9	144.00785735871864
1.057789961E9	144.43383084577115
1.0640795945E9	146.26662548898497
1.067430919E9	45.0
1.0688906625E9	161.07561436672967
1.073288715E9	145.22479476063094
1.081038092E9	146.47150935189214
1.088787469E9	142.15109489051096
1.096536846E9	141.6029896680589
1.104286223E9	147.20100187852222
1.1120356E9	141.27940844434409
1.119784977E9	139.9168765743073
1.127534354E9	147.5399632521819
1.135283731E9	146.12098916819946
1.143033108E9	144.50240419641557
1.149266268E9	143.8071231094487
1.151717535E9	153.0
1.15195075E9	163.125
1.152147445E9	246.0
1.153430447E9	152.12272727272727
1.158531862E9	153.4313005143277
1.166281239E9	149.3215216258468
1.174030616E9	153.28721541155866
1.181779993E9	154.01124497991967
1.18952937E9	153.81723419041
1.197278747E9	156.96102449888642
1.205028124E9	147.45169448659584
1.212777501E9	148.8412232928362
1.220526878E9	169.17004680187208
1.228276255E9	149.10610405571487
1.2323639745E9	135.02576112412177
1.236238663E9	138.91393473509683
1.243775009E9	136.61431798706863
1.251524386E9	136.99958150240636
1.259273763E9	142.932387312187
1.26702314E9	144.8628442945475
1.274772517E9	139.28051699377693
1.282521894E9	137.7238531286471
1.288795602E9	142.3678561067595
1.291282149E9	136.0
1.2913856925E9	0.0
1.2914655495E9	0.0
1.2915628205E9	0.0
1.2916163385E9	160.0
1.2916575315E9	199.0
1.291766658E9	122.66666666666667
1.291875052E9	172.59803921568627
1.291916283E9	200.91666666666666
1.2930415505E9	151.35452322738385
1.298020648E9	153.05515929624346
1.305770025E9	148.75033677593174
1.313519402E9	149.67332053742803
1.321268779E9	147.17499463864465
1.329018156E9	156.89199431549028
1.336767533E9	149.03916256157635
1.34451691E9	149.19903912148249
1.352266287E9	153.2969776609724
1.360015664E9	146.9670604270786
1.367765041E9	148.28681870892927
1.375514418E9	149.62860576923077
1.383263795E9	151.19161676646706
1.391013172E9	148.9256036545573
1.398762549E9	152.82787878787877
1.406511926E9	147.41605273361768
1.414261303E9	150.4887556221889
1.42201068E9	150.6249483684428
1.429760057E9	153.77281308999372
1.437509434E9	159.86510067114094
1.445258811E9	155.87154150197628
1.453008188E9	153.51738897806314
1.460757565E9	153.37105139085338
1.468506942E9	153.76020408163265
1.476256319E9	163.18290043290042
1.484005696E9	151.57258064516128
1.491755073E9	151.8936384209203
1.49950445E9	149.83641304347827
1.507253827E9	143.4625678119349
1.515003204E9	149.21605667060211
1.522752581E9	148.03704697986578
1.53037897E9	142.12967459932005
1.5342536585E9	162.83870967741936
1.538251335E9	144.10044785668586
1.546000712E9	161.69507575757575
1.553750089E9	150.79609793420045
1.561499466E9	151.04761904761904
1.569248843E9	144.34178691152894
1.57699822E9	145.07927829414982
1.584747597E9	146.56594365494888
1.592496974E9	146.7659427783523
1.59747325E9	141.04872298624755
1.6013479385E9	140.28395061728395
1.607995728E9	163.67857142857142
1.615745105E9	153.12410501193318
1.623494482E9	153.36095346197501
1.631243859E9	146.875
1.638993236E9	147.13776169552855
1.6440763725E9	144.33022490400438
1.647951061E9	0.0
1.65449199E9	175.1818181818182
1.662241367E9	145.93362480127186
1.669990744E9	143.42229982539286
1.677740121E9	143.55091202955438
1.685489498E9	141.846830075499
1.6927337375E9	146.8635599327408
1.6961786655E9	0.0
1.696274814E9	180.83333333333334
1.6963854715E9	170.1048034934498
1.6965578825E9	197.71428571428572
1.696661813E9	126.0
1.6967741785E9	174.57142857142858
1.6969170575E9	0.0
1.697018664E9	118.0
1.6970909575E9	0.0
1.69712795E9	0.0
1.697223072E9	0.0
1.697380707E9	0.0
1.7011602735E9	154.13072776280325
1.708737629E9	146.70368782161236
1.716487006E9	151.69835069444446
1.724236383E9	157.73512064343163
1.73198576E9	148.25998052580331
1.739735137E9	147.75911026975865
1.747484514E9	143.02400278293135
1.755233891E9	153.11526946107784
1.762983268E9	153.95509383378015
1.770732645E9	154.01117318435755
1.778482022E9	168.92008639308855
1.786231399E9	158.25361155698235
1.793980776E9	149.24674329501914
1.801730153E9	153.1128526645768
1.80947953E9	157.2631169840653
1.817228907E9	148.11764705882354
1.824978284E9	140.9806524184477
1.832727661E9	150.9494993469743
1.840477038E9	152.53218342448466
1.848226415E9	160.3044425087108
1.855975792E9	153.01601731601733
1.863725169E9	153.67008196721312
1.871474546E9	153.1149358226371
1.879223923E9	145.48411154345007
1.8869733E9	158.9537648612946
1.893300577E9	147.42795698924732
1.895830864E9	147.0
1.897252964E9	138.81194539249148
1.902472054E9	139.1595075955998
1.910221431E9	157.70754716981133
1.917970808E9	163.01971830985914
1.925720185E9	156.64950980392157
1.933469562E9	149.55737134909597
1.941218939E9	155.30993377483443
1.948968316E9	149.23432744978697
1.956717693E9	164.89583333333334
1.96446707E9	152.62548638132296
1.972216447E9	154.6120615911035
1.979965824E9	148.30607142857144
1.987715201E9	155.19631901840492
1.995464578E9	150.38977223893426
2.003213955E9	157.74344209852848
2.010963332E9	159.29118432769368
2.018712709E9	156.0174464710547
2.026462086E9	151.82108626198084
2.034211463E9	154.56640388114008
2.04196084E9	156.44831959416615
2.049710217E9	157.38144329896906
2.057459594E9	154.95350734094617
2.065208971E9	161.14012738853503
2.072958348E9	153.67544684854187
2.080707725E9	146.21980018165306
2.0853527655E9	151.353488372093
2.086227972E9	184.66666666666666
2.0893323085E9	147.72986111111112
2.096206479E9	156.51724137931035
2.103955856E9	154.61173425366695
2.111705233E9	172.30973451327435
2.11945461E9	150.47303315190499
2.127203987E9	153.80997355496788
2.134953364E9	165.61016949152543
2.142702741E9	157.20842286205414
2.150452118E9	157.6852867830424
2.158201495E9	146.08248337028826
2.165950872E9	155.58135922330098
2.173700249E9	159.15627822944896
2.181449626E9	152.70433305012745
2.189199003E9	149.5536663124336
2.19694838E9	153.40526587506454
2.204697757E9	151.71952078928823
2.212447134E9	152.65275016567264
2.220196511E9	151.5087890625
2.227945888E9	146.90300269905532
2.235695265E9	150.00764006791172
2.243444642E9	151.57886497064578
2.251194019E9	152.77005347593584
2.258943396E9	152.36122215876642
2.265344585E9	145.0296264491198
2.26791743E9	223.0
2.269265618E9	153.60633484162895
2.27444215E9	150.33837906023336
2.282191527E9	148.73140495867767
2.289940904E9	156.10477657935286
2.297690281E9	145.18857722203447
2.305439658E9	145.88330058939096
2.313189035E9	144.58606213266162
2.320938412E9	147.77707006369425
2.328687789E9	157.5542521994135
2.336437166E9	158.77266187050358
2.344186543E9	152.86246612466124
2.35193592E9	151.38342857142857
2.359685297E9	154.8022265880812
2.367434674E9	164.30333951762523
2.375184051E9	150.19656652360516
2.382933428E9	153.2469190140845
2.390682805E9	156.99137931034483
2.398432182E9	153.59988518943743
2.406181559E9	149.7001258653241
2.413930936E9	153.76429980276134
2.421680313E9	150.27316890881914
2.42942969E9	151.1232394366197
2.436037066E9	151.01206082852647
2.4399117545E9	140.16919853326348
2.444928444E9	144.95607350963692
2.452677821E9	164.0255144032922
2.460427198E9	144.9151376146789
2.468176575E9	149.96183450930084
2.475925952E9	151.7086513994911
2.483675329E9	140.562874251497
2.491424706E9	156.7324981577008
2.499174083E9	146.06565656565655
2.50692346E9	146.87515605493132
2.514672837E9	141.42015350334242
2.522422214E9	155.41833810888252
2.530171591E9	149.4997372569627
2.537920968E9	144.05369000189717
2.545670345E9	151.67027559055117
2.553419722E9	160.7918022121015
2.561169099E9	149.11063829787233
2.568918476E9	150.363197586727
2.576667853E9	147.00275061124694
2.58441723E9	143.87760532150776
2.592166607E9	142.8162681912682
2.597078511E9	145.74574209245742
2.6009531995E9	144.85273159144893
2.607665361E9	142.62893583100836
2.615414738E9	145.07854251012145
2.623164115E9	148.381755986317
2.630913492E9	154.41766826923077
2.638662869E9	148.19870854123863
2.646412246E9	158.60496894409937
2.654161623E9	156.97853535353536
2.661911E9	157.41124632815777
2.669660377E9	151.29819494584837
2.677409754E9	157.7437150837989
2.685159131E9	152.1213921901528
2.692908508E9	152.903725205612
2.700657885E9	146.30618493570117
2.708407262E9	160.78896103896105
2.716156639E9	163.23809523809524
2.723906016E9	149.17839036755387
2.731655393E9	152.1731893837157
2.739392222E9	143.17548118605862
2.7432669105E9	340.0
2.747154147E9	155.4606539705354
2.754903524E9	162.47466960352423
2.762652901E9	156.65349544072947
2.770402278E9	160.78709677419354
2.778151655E9	142.3567375886525
2.785901032E9	165.3858695652174
2.793650409E9	0.0
2.801399786E9	147.41176470588235
2.809149163E9	157.27884615384616
2.81689854E9	155.6680421824851
2.824647917E9	161.2671601615074
2.832397294E9	147.82132181999336
2.840146671E9	147.0507637017071
2.847896048E9	150.646492434663
2.855645425E9	144.31335952848724
2.863394802E9	143.90851449275362
2.871144179E9	141.13976872800401
2.8783339735E9	139.30064516129033
2.8816691105E9	98.66666666666667
2.8817081685E9	198.25
2.881815618E9	164.66666666666666
2.8819235655E9	168.0
2.881951375E9	0.0
2.8819607965E9	0.0
2.881963016E9	0.0
2.8819650695E9	0.0
2.8819667765E9	0.0
2.8819782505E9	0.0
2.8819911965E9	0.0
2.881994005E9	0.0
2.8819953275E9	0.0
2.8819971875E9	0.0
2.8819988245E9	0.0
2.882005523E9	0.0
2.8820305675E9	0.0
2.882050002E9	0.0
2.8820519145E9	0.0
2.882054482E9	0.0
2.882056241E9	0.0
2.882057828E9	0.0
2.882060061E9	0.0
2.8820622915E9	0.0
2.882064383E9	0.0
2.882066127E9	0.0
2.88206734E9	0.0
2.8820687725E9	0.0
2.882070395E9	0.0
2.882267106E9	128.1
2.882463753E9	60.25
2.8824652565E9	250.0
2.8824681035E9	156.7
2.882516555E9	132.4
2.882619299E9	196.21787709497207
2.882677579E9	0.0
2.882680814E9	0.0
2.8826831805E9	0.0
2.8826854325E9	0.0
2.882687501E9	0.0
2.8826891265E9	0.0
2.882701121E9	0.0
2.882740355E9	118.33333333333333
2.882809418E9	201.0
2.8828534285E9	208.0
2.882860329E9	0.0
2.882867573E9	0.0
2.88287343E9	0.0
2.882877733E9	0.0
2.882880309E9	220.0
2.88288275E9	0.0
2.8828853255E9	0.0
2.882886906E9	0.0
2.882933057E9	154.0
2.8829793125E9	0.0
2.882980713E9	0.0
2.8829822125E9	0.0
2.882984397E9	201.0
2.882986658E9	0.0
2.8829909575E9	0.0
2.883009997E9	0.0
2.8830477505E9	0.0
2.88307233E9	197.0
2.883076929E9	0.0
2.8830824375E9	0.0
2.8830887685E9	0.0
2.883093368E9	182.0
2.8830977865E9	0.0
2.8831015105E9	0.0
2.8831028565E9	0.0
2.8831040605E9	0.0
2.883106094E9	48.0
2.8831079675E9	0.0
2.8831092055E9	0.0
2.8831106335E9	0.0
2.8831118605E9	46.0
2.883112934E9	0.0
2.883114396E9	0.0
2.883116725E9	0.0
2.8831199175E9	0.0
2.8831258425E9	0.0
2.8831305265E9	0.0
2.883131573E9	0.0
2.8831327445E9	0.0
2.883134587E9	0.0
2.883136549E9	0.0
2.883137889E9	0.0
2.8831394005E9	0.0
2.8831409485E9	0.0
2.8831420415E9	0.0
2.8831434205E9	0.0
2.8831450565E9	0.0
2.8831466735E9	0.0
2.8831482025E9	0.0
2.8831496855E9	0.0
2.883151E9	0.0
2.8831524505E9	0.0
2.8831539105E9	0.0
2.883156513E9	0.0
2.8831591885E9	0.0
2.8831610845E9	0.0
2.8831632375E9	0.0
2.883164788E9	0.0
2.8831667025E9	0.0
2.883169294E9	0.0
2.8831746925E9	0.0
2.8831825095E9	0.0
2.8832777785E9	131.25396825396825
2.8834588255E9	142.14285714285714
2.8836293255E9	194.8
2.883800073E9	201.0
2.8839686355E9	0.0
2.8840548555E9	0.0
2.884144479E9	0.0
2.8843319275E9	180.0
2.8845214925E9	176.7
2.884626674E9	0.0
